真是花中瑞|本朝名始闻|江南一梦后|天下遇清芬
心明始信元无佛|气住何曾别有仙|领取三山安乐法|蒲团纸帐过年年
梅实初黄暮雨深|宝刀生锈镜昏沈|年年卑湿身无病|自觉能胜百炼金
石家步障久成尘|移作包山一段春|惆怅日斜原上路|年年红雨打行人
忽惊映树新开屋|却似当檐故种花|可惜年年红似火|今春始得属元家
崚嶒柱石耸云巅|撑住东南半壁天|锦障化为虹气去|年年春裹百花鲜
何事年年恋隐沦|成名须遣及青春|明时早献甘泉去|若待公车却误人
良辰好景占年年|画烛浓香醉玉船|天上月圆三夜后|人间春到万花边
边风斜日下长关|春到年年草自生|万里战场兵甲静|近来应少北人行
庭前双树尚依然|何处犹参无树禅|一自老卢归去后|年年长结万灯缘
柳色参差掩画楼|晓莺啼送满宫愁|年年花落无人见|空逐春泉出御沟
戚里夸为贤驸马|儒家认作好诗人|鲁侯不得辜风景|沂水年年有暮春
当时都护静倭奴|将校功高锦绕躯|今日军中思一战|年年马市款单于
少小同游白下门|五人今有一人存|江山花柳年年发|折柳看花欲断魂
莺啼燕语自年年|春及侬家不用钱|满户游丝花在网|醒时看竹倦时眠
清歌句句戛鸣球|红药年年具彩舟|更约倚晴登快阁|真成骑鹤上扬州
家国蜃楼转盼中|经纶还羡素丝风|年年内府输云锦|谁道天南杼柚空
花开难得年年看|住近须还日日来|古壁危阑自颜色|不烦高筑凤皇台
庆城灯烛夜辉煌|照见丰碑字几行|此是先朝汤沐邑|年年歌舞祭闽王
君依珠斗侍明君|我傍岩头领白云|心境纤毫原不二|年年风月自平分
两洲相对五丈许|十里湾湾下湖水|借问舟人谁所为|年年水落长如此
宫中应节垂金缕|天上迎祥捧玉卮|更奏开元羽衣曲|年年长愿侍瑶池
令尹怜花意思勤|海棠多种郡园新|自从两蜀年年见|今日栏边似故人
三山二水年年在|向日浮云处处多|醉拍栏杆呼李白|东风吹雨下新河
画舸纵横湖水滨|彩丝角黍斗时新|年年此日人皆醉|能吊醒魂有几人
鸾扇斜分凤幄开|星桥横过鹊飞回|争将世上无期别|换得年年一度来
一蒲青草自年年|万叠苍山对夕烟|静后观心如止水|高高明月在中天
年年曾寄客边书|写尽真情只当虚|十纸到家无一答|恨人心性愿消除
断桥芳草生含路|隔水杨花飞度城|客里不知春早晚|年年杯酒过清明
潺湲一道落桑乾|中有征人泪未寒|愁绝三云驱马去|年年花向战场看
经乱年年厌别离|歌声喜似太平时|词臣更有中兴颂|磨取莲峰便作碑
年年国艳赏敷腴|酩酊供人就燕胥|此段固应先骨醉|𫗦糟聊学楚三闾
乌宦名园古所闻|古人佳致属今人|一林风月年年在|吟弄依然只缙绅
西风飒飒雨纤纤|归思都从社后添|料得主人情意重|年年常为捲珠帘
霜陨中春花半无|狂游恣饮尽凶徒|年年赏玩公卿辈|今委沟塍骨渐枯
彩楼歌馆正融融|一骑星飞锦帐空|老尽名花春不管|年年啼鸟怨东风
寒食年年一度来|伤心扪涕陟崔嵬|溪云欲雨还催去|更绕营丘百匝回
边陲本是宰臣庄|漫道年年散俸粮|但使将军科罚少|尽留衣食养儿郎
族派蟠桃谱牒存|三千历岁物难群|黠儿尚许三偷摘|可是年年不见分
花开岁岁复年年|病眼看花隔晚烟|春去明明红紫落|清风明月是春前
离亭柳色傍愁过|羌笛吹寒晓渡河|莫厌别离频折赠|年年送客未归多
五月菰蒲八月秋|年年清酒酹江头|伍胥忿怒三闾怨|争似鸱夷一钓舟
生意无端绿满枝|闭门高卧日迟迟|一编周易年年把|门外春归总不知
谤史欺天祗自欺|母能改子更何疑|女中今识真尧舜|愁绝年年社饭时
秋风梦逐楚江苹|谁向阶前幻此身|最是九歌收不尽|年年相对怨骚人
南薰门外禾千亩|观稼亭前柳四垂|茭芡满盘新熟酒|年年妆点早秋时
年年时节近中秋|佳水佳山烂漫游|此际归期为君促|伊川不得久迟留
年年相约荔支红|挥扇高谈几老翁|挂绿凝冰知在念|未堪邮寄海船风
折腰为米颜常腼|负耒躬耕意自甘|积谷千牛多骨相|年年祷雨到云庵
官军不出粤山深|招抚年年空费心|天子拊髀思葛亮|南中孟获定成擒
汉家宫阙画蒿莱|烟雨苍茫护石苔|惟有金河旧时雁|年年秋色过江来
薄雾轻烟柳际浮|阶前细草绿初抽|年年春事年年恨|一担担来是白头
蜡炬高烧映紫宸|踏歌初进鼓声频|年年正月元宵节|愿作蓬莱献寿人
金波遥映月华楼|佳色偏宜永夜游|玉魄年年长在望|照残芳杜满汀洲
草没苔封叠翠斜|坠红千叶拥残霞|年年直为秋霖苦|滴陷青珉隐起花
金缕织成歌舞衣|年年江上惜春晖|无端心性轻离别|待得花开只解飞
上苑年年占物华|飘零今日在天涯|祗因长作龙城守|剩种庭前木槲花
一望鲲池几断肠|舆中不语泪千行|自怜身是裙钗辈|无复年年拜墓傍
人迹来稀地自偏|闲门无事度年年|最怜十日空阶雨|铸得青青万个钱
自出延平十八年|年年谁与酹荒阡|若为化得衰翁骨|去作圹中三百砖
榴火丛中削玉团|一林红锦万人看|年年桃李争春色|谁似君家小状元
髣髴琵琶海上洲|年年常与水沉浮|客船昨夜西风起|应有江头商妇愁
十年不上黄金台|浩思临风不易裁|无情也笑长江水|南北年年送往来
金华彩胜年年巧|柏酒椒盘岁岁新|恭愿吾皇千万寿|四时无日不阳春
阖闾宫娃能采莲|明珠作佩龙为船|三千巧笑不复见|江头废苑花年年
七夕穿针事已非|家人不忍晒遗衣|年年一渡银河去|却羡双星相会希
年年相送短长亭|攀折柔条又发生|柳叶垂丝如妾泪|柳花飘荡似郎情
鳞差甲子渐衰迟|依旧年年困乱离|八月夜长乡思切|鬓边添得几茎丝
夕阳低尽已西红|百尺楼高万里风|白发年年何处得|只应多在倚栏中
朝见屯田暮打围|护羌校尉有光辉|年年天上求龙种|凡马空从青海归
万里江湖一叶身|来时逢雪又逢春|天南地北年年客|只有芦花似故人
是处箫声破碧云|翠梅依旧锁闲春|东风不负庭前柳|只负年年看柳人
裙腰芳草抱长堤|南浦年年怨别离|水送横波山敛翠|一如桃叶渡江时
杨柳含烟灞岸春|年年攀折为行人|好风傥借低枝便|莫遣青丝扫路尘
一叶丹枫趁素秋|都将旧管涤新愁|深宫谁识无穷恨|只有年年御水流
每忆城南隐者家|昆山石火径山茶|年年春晚重门闭|怕听阶前落地花
皇宫西畔閟层丘|别有天门洞壑幽|玉树金亭云雾里|年年此地奉宸游
东风满眼皆陈迹|老树荒园更断烟|今昔相看只如此|但拚痛饮过年年
冷官门户日萧条|亲旧音书半寂寥|惟有太原张县令|年年专遣送蒲桃
年年玉渚驾晴虹|今夜双星黯淡中|泪洒霓裳收不尽|随风轻著蓼花红
佞臣巫蛊已相疑|身没湖边筑望思|今日更归何处是|年年芳草上台基
万里晴沙夕照西|此心唯有断云知|年年数尽秋风字|想见江南摇落时
春色年年染御沟|鸭头轻绿弄花柔|今年春到昆仑上|九折委蛇舞翠虬
芙蓉带结红鹓蒂|杨柳丝牵紫燕飞|独掉兰舟何处宿|年年飘泊待郎归
泪湿孤鸾晓镜昏|近来方解惜青春|杏花杨柳年年好|不忍回看旧写真
穿空透户本无因|若便随风恼杀人|我似杨花花似我|年年飞尽玉堂春
玄都静者学仙处|说在金华小洞天|偶忆骑鲸沧海去|石田瑶草自年年
闻说仙人岂等闲|年年辟谷炼金丹|虚心尽却玄中览|特假弦歌谒帝坛
织女黄姑天一隅|九清飞驭尽通衢|年年须作秋风约|此事朦胧信有无
鹤林仙药自年年|漫以开时号杜鹃|玉女不劳珍护惜|老僧欲普钵中传
墨君石友是同参|几叶光风染碧岚|怅望王孙杳何许|年年芳草满江南
数声飞电响鸣鞘|香袅金炉映赭袍|王母亲承玉皇诏|年年今日进蟠桃
山前五月杨梅市|溪上千年项羽祠|小伞轻舆不辞远|年年来及贡梅时
何曾一日得为人|五十三年未见春|人日休为人日酒|年年人日总伤神
年年心与雪霜期|一点寒生古树枝|昨夜故人相问信|隔窗无月坐移时
不受阳和一点恩|不嫌青女到孤根|年年岁岁花相似|谁为陶潜买酒樽
四合连山缭绕青|三川滉漾素波明|春风不识兴亡意|草色年年满故城
来从西域去西川|来去从参不住禅|却笑东林松树子|风枝转换也年年
出郭门东宿霭披|仙公灵迹尚堪追|空林日日传清响|敝帚年年付与谁
杜子风情春水波|至今诗句使人夸|不知朽骨犹存否|山上年年黄菊花
梅霖倾泻九河翻|百渎交流海面宽|良苦吴农田下湿|年年披絮插秧寒
万竹林端满树春|略无一点世间尘|年年相见年年好|转觉梅花是故人
纷纷车马折花来|此俗吾乡自有梅|不是野人新制服|年年清福为谁开
爱汝庭兰万玉开|年年一度看花来|莫愁风雨消轻粉|暗送幽香入酒杯
花貌年年溺水滨|俗传河伯娶生人|自从明宰投巫后|直至如今鬼不神
冰棹风船雪满篷|年年长策探花功|可怜几许怀春意|尽在疏枝冷蕊中
病嗟酒户年年减|老觉尘机渐渐深|饮罢醒馀更惆怅|不如闲事不经心
万骑时巡九月回|年年望幸寺门开|儿童不识髯龙远|犹问君王几日来
帝德由来动百神|年年圣节绝纤尘|万家喜气生和气|冬日翻疑一日春
年年驿使走红尘|贡入骊宫色尚新|妃子园名犹未改|一笼丹实寄闲人
麻鞋奔走杜陵翁|卧尽风帆雨驿中|天也不愁穷饿杀|年年催促要诗工
梦只三更路几千|踏穿芳草到郎边|年年三月啼红泪|自叹前身是杜鹃
年年花发可怜春|今年见花愁杀人|不是风光近来别|祇缘兵战此时频
野庙荒芜倒掩扉|寂寥香火客来稀|年年归燕相看觑|空滴春泥损画衣
桃李六宫寂|君王在石渠|临鸾悔梳洗|女色不如书
春日涨云岑|故园当北斗|窈窕桃李花|纷披为谁秀
贞态由来白|轻红故恼人|莫将桃李比|别是一枝春
纷纷桃李春|过眼成枯萎|晚荣方耐久|造物岂吾欺
满眼桃李花|愁人如不见|别有惜花人|东风莫吹散
矫矫不可羁|一节足千古|桃李闹漫山|岁寒谁汝数
东风日夜发|桃李不禁吹|检点浓华事|辛夷落较迟
筑堤环碧沼|种花仍满堤|幽人日往来|非关桃李蹊
缅怀清绝姿|风流似居士|固宜命斯台|俗子视桃李
驻马绿阴下|离人正忆家|可怜桃李树|犹有未开花
使君美且仁|遍地种桃李|岂独放春花|行看食秋子
松节凌霜久|蓬根逐吹频|群生各有性|桃李但争春
桃李艳阳态|笑我不入时|松竹贫贱交|却是同襟期
君行巫阳道|妾住渚宫湄|莫恋荆台乐|轻抛桃李时
幸蒙托根地|历历令著行|莫遣桃李妖|压我玉雪香
二月山城暖|春风到小轩|茅檐喧燕雀|桃李自无言
不作桃李态|山林别是春|但令心似铁|何虑惹缁尘
日透微风暖|风揉嫩日佳|祇知趱桃李|不道落梅花
雪落纱窗外|寒梅正著花|不同桃李树|争艳五侯家
中独抱孤清|外示聊以朴|不结桃李交|风味良不恶
青皇手一陶|苦要牢笼去|不敢受恩多|桃李休相妒
宁为强项侯|不作折腰吏|羞对桃李颜|伤春泣红泪
人间几桃李|漫漫化泥尘|不恨收功晚|新年第一春
霏霏桃李花|竞向春前开|如何此君子|四时清风来
冰雪淡相看|心期许岁寒|莫同桃李伴|容易及春残
十载溪山梦|一川桃李花|春深犹是客|几日定还家
偃蹇凌秋色|芳菲送晚花|殷勤谢桃李|何处竞春华
苍凉遁荒野|交与桃李绝|远聘不肯来|为君三磬折
花色亦何贵|画葵爱葵心|岂无桃李颜|要非君所钦
几年种桃李|日望成大树|结实未堪尝|争来摘将去
来禽着青子|红叶护残春|但使风味胜|不愧桃李门
金沙春三月|桃李照城郭|石峡赪鲤鱼|时时醉宾幕
舴艋填芳渚|鞦韆闹粉墙|人争桃李节|吾忆藕花凉
小篱护殷鲜|久厌杂芳眩|风烟桃李蹊|一付檀槐战
禾黍不阳艳|竞栽桃李春|翻令力耕者|半作卖花人
竞爱松筠翠|皆怜桃李芳|如求济世广|桑柘愿商量
清阴夏可玩|秀色春可餐|桃李事且置|四时各有观
纵横桃李枝|淡荡春风吹|美人歌白苎|万恨在蛾眉
行歌春满路|坐歌春满园|花前人自乐|桃李岂须言
桃李都无日|梧桐半死身|那堪衰病意|更作独游人
风凄薄愁云|雨冷成飞雪|莫作苦寒吟|行行桃李月
冰花不留丁|收香尽藏白|一朝作陈人|逊与桃李出
怀哉丈人行|四海空交游|桃李不识面|一生慕荆州
春事归桃李|西风响未休|长官三径晚|丞相一坡秋
去时冰雪深|归来桃李艳|短棹羁春愁|云深江路暗
何限新桃李|春来树树花|不争风雨恶|无柰委泥沙
冬岭秀孤松|松枝傲霜雪|不同桃李春|永抱岁寒节
楼头桃李疏|池上芙蓉落|织锦犹未成|蛩声入罗幕
桃李石城坞|饷田三月时|柴荆常自闭|花发少人知
人皆爱桃李|我爱种青松|桃李易凋谢|青松却耐寒
黄鸟鸣嘤嘤|芳园开桃李|美人期不来|春风吹绿水
桃李宫城近|偏承雨露恩|至今耕种地|一半作花园
桃李欲成蹊|幽人倦昏晓|轻烟澹如抹|天际青未了
红房深浅翠条低|满架清香敌麝脐|攀折若无花底刺|岂教桃李独成蹊
长江依旧循荒垒|零落遗民有几家|莫伐城边旧桃李|为怜曾发乱前花
忆归休上越王台|欲写愁肠愧不才|跨马出郊时极目|谁家桃李乱中开
桃李漫山等俗流|诸杨汝是荔支俦|当时若贡长生殿|又得真妃笑点头
千里万里游子去|一行两行归雁来|休倚高楼起惆怅|满城桃李为春开
监官州牧趣修围|里正喧呼急报饥|店舍无烟鸡犬静|山村桃李已空枝
寒食风烟锦屏下|凭高把酒兴何如|满川桃李方妍媚|不忍重为风破除
府倅官清面带霜|庭前种得翠筼筜|春来不爱闲桃李|只爱清风五月凉
本自深村老圃来|偶分符竹到天台|漫山幸可容桃李|莫待刘郎去后栽
幽香拂拂影珊珊|宜在江梅伯仲间|懒对春风争妩媚|从他桃李自漫山
追忆经行三十年|漫山桃李竞争妍|于今棠棣花成萼|我已童颜射酒船
青春桃李忆成均|两造高门剑水滨|闻说轩车能我顾|无端旧梦欲书绅
越娘墓下秋风起|脱叶纷纷逐流水|只如明月葬高原|不奈霜威损桃李
曾数花须傍药阑|春风不到酒杯宽|自怜白首荒三径|桃李年年檐上看
春风次第归桃李|催得梅花一夜飞|时序匆匆几回首|即看红绽雨添肥
俯视东邻桃李尘|婆罗高不问由旬|扳枝只为低垂手|肯傍人间栏槛春
桃李无情花自妍|竹根行复破苔痕|新妇抱儿未归去|愧死鹁姑啼满园
数点深藏碧玉枝|翠峰十二拥瑶姬|凭君说与凡桃李|彻骨清寒不解肥
插花吹笛两山中|桃李尊前日日同|待得马头飞絮满|更来沽酒看残红
东山桃李锦成堆|粉翅飞飞又却回|向此相随穿绿竹|须知端为道人来
老眼非悭不爱花|惯逢开谢不须嗟|君看桃李成阴后|也自能回长者车
紫云山下紫云村|山水盘旋草树蕃|桃李春风二三月|人家疑在武陵源
忙携歌酒趁清欢|桃李多能几日看|欲识诗人愁绝处|落花时节一凭栏
名花倾国不凡材|池馆春深尚未开|风雨一宵桃李尽|异香清晓九天来
寻春眷眷惜春回|四序相新一气催|桃李无言贪结子|野棠闲淡为谁开
春风处处竞繁华|桃李无言亦好花|独有高人爱高洁|肯冲冰雪到山家
金盏银盘丽短墙|秋来依旧菊花香|有时闭户避桃李|孤负一春无酒尝
问津人到武陵源|十二金钗尔独尊|莫道美人娇艳曲|春深桃李自无言
东风弱柳万条斜|桃李名园未有花|遥见朱阑倚红袖|粉墙山杏是谁家
河阳满县栽桃李|风过落花吹不起|潘郎远韵故不凡|为米折腰聊尔尔
出门处处皆桃李|我独呻吟一室中|只道有诗驱疟鬼|谁知无檄愈头风
桃李名园贵主家|绿腰舞女尽宫鸦|上林无限春光好|未放东风第一花
